performance,id,vocal,background,mixture,vocal_start,vocal_end,background_start,background_end,mixture_start,mixture_end
1052517749_2819551883,1052517749_2819551883-001-002,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,3.5775,6.5775,3.06,6.06,3.06,6.06
1052517749_2819551883,1052517749_2819551883-001-003,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,5.0775,8.0775,4.56,7.56,4.56,7.56
1052517749_2819551883,1052517749_2819551883-001-004,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,6.5775,9.5775,6.06,9.06,6.06,9.06
1052517749_2819551883,1052517749_2819551883-001-005,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,8.077499999999999,11.0775,7.56,10.56,7.56,10.56
1052517749_2819551883,1052517749_2819551883-001-006,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,9.5775,12.5775,9.06,12.06,9.06,12.06
1052517749_2819551883,1052517749_2819551883-001-007,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,11.0775,14.0775,10.56,13.56,10.56,13.56
1052517749_2819551883,1052517749_2819551883-001-008,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,12.5775,15.5775,12.06,15.06,12.06,15.06
1052517749_2819551883,1052517749_2819551883-001-009,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,14.0775,17.0775,13.56,16.56,13.56,16.56
1052517749_2819551883,1052517749_2819551883-001-010,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,15.5775,18.5775,15.06,18.06,15.06,18.06
1052517749_2819551883,1052517749_2819551883-001-011,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,17.077499999999997,20.0775,16.56,19.56,16.56,19.56
1052517749_2819551883,1052517749_2819551883-001-012,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,18.577499999999997,21.5775,18.06,21.06,18.06,21.06
1052517749_2819551883,1052517749_2819551883-001-013,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,20.077499999999997,23.0775,19.56,22.56,19.56,22.56
1052517749_2819551883,1052517749_2819551883-001-014,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,21.577499999999997,24.5775,21.06,24.06,21.06,24.06
1052517749_2819551883,1052517749_2819551883-001-015,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,23.077499999999997,26.0775,22.56,25.56,22.56,25.56
1052517749_2819551883,1052517749_2819551883-001-016,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,24.577499999999997,27.5775,24.06,27.06,24.06,27.06
1052517749_2819551883,1052517749_2819551883-001-017,1/IN/ml/1052517749_2819551883/vocal.ogg,1/IN/ml/1052517749_2819551883/background.m4a,1/IN/ml/1052517749_2819551883/mix.m4a,26.077499999999997,29.0775,25.56,28.56,25.56,28.56
1033591941_2827732555,1033591941_2827732555-001-000,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,0.2075,3.2075,0.0,3.0,0.0,3.0
1033591941_2827732555,1033591941_2827732555-001-001,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,1.7075,4.7075,1.5,4.5,1.5,4.5
1033591941_2827732555,1033591941_2827732555-001-002,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,3.2075,6.2075,3.0,6.0,3.0,6.0
1033591941_2827732555,1033591941_2827732555-001-003,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,4.7075,7.7075,4.5,7.5,4.5,7.5
1033591941_2827732555,1033591941_2827732555-001-004,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,6.2075,9.2075,6.0,9.0,6.0,9.0
1033591941_2827732555,1033591941_2827732555-001-005,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,7.7075,10.7075,7.5,10.5,7.5,10.5
1033591941_2827732555,1033591941_2827732555-001-006,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,9.2075,12.2075,9.0,12.0,9.0,12.0
1033591941_2827732555,1033591941_2827732555-001-007,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,10.7075,13.7075,10.5,13.5,10.5,13.5
1033591941_2827732555,1033591941_2827732555-001-008,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,12.2075,15.2075,12.0,15.0,12.0,15.0
1033591941_2827732555,1033591941_2827732555-001-009,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,13.7075,16.7075,13.5,16.5,13.5,16.5
1033591941_2827732555,1033591941_2827732555-001-010,1/IN/ml/1033591941_2827732555/vocal.ogg,1/IN/ml/1033591941_2827732555/background.m4a,1/IN/ml/1033591941_2827732555/mix.m4a,15.2075,18.2075,15.0,18.0,15.0,18.0
1089004116_2961607788,1089004116_2961607788-001-000,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,1.4175,4.4175,0.96,3.96,0.96,3.96
1089004116_2961607788,1089004116_2961607788-001-001,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,2.9175,5.9175,2.46,5.46,2.46,5.46
1089004116_2961607788,1089004116_2961607788-001-002,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,4.4175,7.4175,3.96,6.96,3.96,6.96
1089004116_2961607788,1089004116_2961607788-001-003,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,5.9175,8.9175,5.46,8.46,5.46,8.46
1089004116_2961607788,1089004116_2961607788-001-004,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,7.4175,10.4175,6.96,9.96,6.96,9.96
1089004116_2961607788,1089004116_2961607788-001-005,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,8.9175,11.9175,8.46,11.46,8.46,11.46
1089004116_2961607788,1089004116_2961607788-001-006,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,10.4175,13.4175,9.96,12.96,9.96,12.96
1089004116_2961607788,1089004116_2961607788-001-007,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,11.9175,14.9175,11.46,14.46,11.46,14.46
1089004116_2961607788,1089004116_2961607788-001-008,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,13.4175,16.4175,12.96,15.96,12.96,15.96
1089004116_2961607788,1089004116_2961607788-001-009,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,14.9175,17.9175,14.46,17.46,14.46,17.46
1089004116_2961607788,1089004116_2961607788-001-010,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,16.4175,19.4175,15.96,18.96,15.96,18.96
1089004116_2961607788,1089004116_2961607788-001-011,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,17.9175,20.9175,17.46,20.46,17.46,20.46
1089004116_2961607788,1089004116_2961607788-002-000,1/IN/ml/1089004116_2961607788/vocal.ogg,1/IN/ml/1089004116_2961607788/background.m4a,1/IN/ml/1089004116_2961607788/mix.m4a,26.287499999999998,29.2875,25.83,28.83,25.83,28.83
1194605369_2959716957,1194605369_2959716957-001-000,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,0.6975,3.6975,0.24,3.24,0.24,3.24
1194605369_2959716957,1194605369_2959716957-001-001,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,2.1975,5.1975,1.74,4.74,1.74,4.74
1194605369_2959716957,1194605369_2959716957-001-002,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,3.6975000000000002,6.6975,3.24,6.24,3.24,6.24
1194605369_2959716957,1194605369_2959716957-001-003,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,5.1975,8.1975,4.74,7.74,4.74,7.74
1194605369_2959716957,1194605369_2959716957-001-004,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,6.6975,9.6975,6.24,9.24,6.24,9.24
1194605369_2959716957,1194605369_2959716957-001-005,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,8.1975,11.1975,7.74,10.74,7.74,10.74
1194605369_2959716957,1194605369_2959716957-001-006,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,9.6975,12.6975,9.24,12.24,9.24,12.24
1194605369_2959716957,1194605369_2959716957-001-007,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,11.1975,14.1975,10.74,13.74,10.74,13.74
1194605369_2959716957,1194605369_2959716957-001-008,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,12.6975,15.6975,12.24,15.24,12.24,15.24
1194605369_2959716957,1194605369_2959716957-001-009,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,14.1975,17.1975,13.74,16.74,13.74,16.74
1194605369_2959716957,1194605369_2959716957-001-010,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,15.6975,18.6975,15.24,18.24,15.24,18.24
1194605369_2959716957,1194605369_2959716957-001-011,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,17.197499999999998,20.1975,16.74,19.74,16.74,19.74
1194605369_2959716957,1194605369_2959716957-001-012,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,18.697499999999998,21.6975,18.24,21.24,18.24,21.24
1194605369_2959716957,1194605369_2959716957-001-013,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,20.197499999999998,23.1975,19.74,22.74,19.74,22.74
1194605369_2959716957,1194605369_2959716957-001-014,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,21.697499999999998,24.6975,21.24,24.24,21.24,24.24
1194605369_2959716957,1194605369_2959716957-001-015,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,23.197499999999998,26.1975,22.74,25.74,22.74,25.74
1194605369_2959716957,1194605369_2959716957-001-016,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,24.697499999999998,27.6975,24.24,27.24,24.24,27.24
1194605369_2959716957,1194605369_2959716957-001-017,1/US/ml/1194605369_2959716957/vocal.ogg,1/US/ml/1194605369_2959716957/background.m4a,1/US/ml/1194605369_2959716957/mix.m4a,26.197499999999998,29.1975,25.74,28.74,25.74,28.74
1198115787_2819231516,1198115787_2819231516-001-000,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,1.7375,4.7375,1.26,4.26,1.26,4.26
1198115787_2819231516,1198115787_2819231516-001-001,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,3.2375,6.2375,2.76,5.76,2.76,5.76
1198115787_2819231516,1198115787_2819231516-002-000,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,7.8275,10.8275,7.35,10.35,7.35,10.35
1198115787_2819231516,1198115787_2819231516-002-001,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,9.327499999999999,12.3275,8.85,11.85,8.85,11.85
1198115787_2819231516,1198115787_2819231516-002-002,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,10.827499999999999,13.8275,10.35,13.35,10.35,13.35
1198115787_2819231516,1198115787_2819231516-002-003,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,12.327499999999999,15.3275,11.85,14.85,11.85,14.85
1198115787_2819231516,1198115787_2819231516-002-004,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,13.827499999999999,16.8275,13.35,16.35,13.35,16.35
1198115787_2819231516,1198115787_2819231516-002-005,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,15.327499999999999,18.3275,14.85,17.85,14.85,17.85
1198115787_2819231516,1198115787_2819231516-002-006,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,16.8275,19.8275,16.35,19.35,16.35,19.35
1198115787_2819231516,1198115787_2819231516-006-000,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,21.1775,24.1775,20.7,23.7,20.7,23.7
1198115787_2819231516,1198115787_2819231516-006-001,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,22.6775,25.6775,22.2,25.2,22.2,25.2
1198115787_2819231516,1198115787_2819231516-006-002,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,24.1775,27.1775,23.7,26.7,23.7,26.7
1198115787_2819231516,1198115787_2819231516-006-003,1/US/zh-Hans/1198115787_2819231516/vocal.ogg,1/US/zh-Hans/1198115787_2819231516/background.m4a,1/US/zh-Hans/1198115787_2819231516/mix.m4a,25.6775,28.6775,25.2,28.2,25.2,28.2
1714210383_2920301522,1714210383_2920301522-001-000,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,0.5375,3.5375,0.15,3.15,0.15,3.15
1714210383_2920301522,1714210383_2920301522-001-001,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,2.0375,5.0375,1.65,4.65,1.65,4.65
1714210383_2920301522,1714210383_2920301522-001-002,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,3.5375,6.5375,3.15,6.15,3.15,6.15
1714210383_2920301522,1714210383_2920301522-001-003,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,5.0375000000000005,8.0375,4.65,7.65,4.65,7.65
1714210383_2920301522,1714210383_2920301522-001-004,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,6.5375000000000005,9.5375,6.15,9.15,6.15,9.15
1714210383_2920301522,1714210383_2920301522-001-005,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,8.0375,11.0375,7.65,10.65,7.65,10.65
1714210383_2920301522,1714210383_2920301522-001-006,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,9.5375,12.5375,9.15,12.15,9.15,12.15
1714210383_2920301522,1714210383_2920301522-001-007,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,11.0375,14.0375,10.65,13.65,10.65,13.65
1714210383_2920301522,1714210383_2920301522-001-008,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,12.5375,15.5375,12.15,15.15,12.15,15.15
1714210383_2920301522,1714210383_2920301522-001-009,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,14.0375,17.0375,13.65,16.65,13.65,16.65
1714210383_2920301522,1714210383_2920301522-001-010,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,15.5375,18.5375,15.15,18.15,15.15,18.15
1714210383_2920301522,1714210383_2920301522-001-011,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,17.037499999999998,20.0375,16.65,19.65,16.65,19.65
1714210383_2920301522,1714210383_2920301522-001-012,1/IN/pa/1714210383_2920301522/vocal.ogg,1/IN/pa/1714210383_2920301522/background.m4a,1/IN/pa/1714210383_2920301522/mix.m4a,18.537499999999998,21.5375,18.15,21.15,18.15,21.15
1457839830_2777085640,1457839830_2777085640-001-000,1/US/ml/1457839830_2777085640/vocal.ogg,1/US/ml/1457839830_2777085640/background.m4a,1/US/ml/1457839830_2777085640/mix.m4a,12.6775,15.6775,12.6,15.6,12.6,15.6
1457839830_2777085640,1457839830_2777085640-001-001,1/US/ml/1457839830_2777085640/vocal.ogg,1/US/ml/1457839830_2777085640/background.m4a,1/US/ml/1457839830_2777085640/mix.m4a,14.1775,17.1775,14.1,17.1,14.1,17.1
1457839830_2777085640,1457839830_2777085640-001-002,1/US/ml/1457839830_2777085640/vocal.ogg,1/US/ml/1457839830_2777085640/background.m4a,1/US/ml/1457839830_2777085640/mix.m4a,15.6775,18.6775,15.6,18.6,15.6,18.6
1457839830_2777085640,1457839830_2777085640-001-003,1/US/ml/1457839830_2777085640/vocal.ogg,1/US/ml/1457839830_2777085640/background.m4a,1/US/ml/1457839830_2777085640/mix.m4a,17.177500000000002,20.1775,17.1,20.1,17.1,20.1
1457839830_2777085640,1457839830_2777085640-001-004,1/US/ml/1457839830_2777085640/vocal.ogg,1/US/ml/1457839830_2777085640/background.m4a,1/US/ml/1457839830_2777085640/mix.m4a,18.677500000000002,21.6775,18.6,21.6,18.6,21.6
1457839830_2777085640,1457839830_2777085640-001-005,1/US/ml/1457839830_2777085640/vocal.ogg,1/US/ml/1457839830_2777085640/background.m4a,1/US/ml/1457839830_2777085640/mix.m4a,20.177500000000002,23.1775,20.1,23.1,20.1,23.1
1082338664_2985279169,1082338664_2985279169-001-000,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,0.6275,3.6275,0.0,3.0,0.0,3.0
1082338664_2985279169,1082338664_2985279169-001-001,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,2.1275,5.1275,1.5,4.5,1.5,4.5
1082338664_2985279169,1082338664_2985279169-001-002,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,3.6275,6.6275,3.0,6.0,3.0,6.0
1082338664_2985279169,1082338664_2985279169-001-003,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,5.1274999999999995,8.1275,4.5,7.5,4.5,7.5
1082338664_2985279169,1082338664_2985279169-001-004,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,6.6274999999999995,9.6275,6.0,9.0,6.0,9.0
1082338664_2985279169,1082338664_2985279169-001-005,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,8.1275,11.1275,7.5,10.5,7.5,10.5
1082338664_2985279169,1082338664_2985279169-001-006,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,9.6275,12.6275,9.0,12.0,9.0,12.0
1082338664_2985279169,1082338664_2985279169-001-007,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,11.1275,14.1275,10.5,13.5,10.5,13.5
1082338664_2985279169,1082338664_2985279169-001-008,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,12.6275,15.6275,12.0,15.0,12.0,15.0
1082338664_2985279169,1082338664_2985279169-001-009,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,14.1275,17.1275,13.5,16.5,13.5,16.5
1082338664_2985279169,1082338664_2985279169-001-010,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,15.6275,18.6275,15.0,18.0,15.0,18.0
1082338664_2985279169,1082338664_2985279169-001-011,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,17.1275,20.1275,16.5,19.5,16.5,19.5
1082338664_2985279169,1082338664_2985279169-001-012,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,18.6275,21.6275,18.0,21.0,18.0,21.0
1082338664_2985279169,1082338664_2985279169-001-013,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,20.1275,23.1275,19.5,22.5,19.5,22.5
1082338664_2985279169,1082338664_2985279169-001-014,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,21.6275,24.6275,21.0,24.0,21.0,24.0
1082338664_2985279169,1082338664_2985279169-001-015,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,23.1275,26.1275,22.5,25.5,22.5,25.5
1082338664_2985279169,1082338664_2985279169-001-016,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,24.6275,27.6275,24.0,27.0,24.0,27.0
1082338664_2985279169,1082338664_2985279169-001-017,1/IN/ml/1082338664_2985279169/vocal.ogg,1/IN/ml/1082338664_2985279169/background.m4a,1/IN/ml/1082338664_2985279169/mix.m4a,26.1275,29.1275,25.5,28.5,25.5,28.5
1136966785_2982803490,1136966785_2982803490-001-000,1/IN/ml/1136966785_2982803490/vocal.ogg,1/IN/ml/1136966785_2982803490/background.m4a,1/IN/ml/1136966785_2982803490/mix.m4a,25.9475,28.9475,25.89,28.89,25.89,28.89
148467935_2968771951,148467935_2968771951-001-000,1/MY/zh-Hans/148467935_2968771951/vocal.ogg,1/MY/zh-Hans/148467935_2968771951/background.m4a,1/MY/zh-Hans/148467935_2968771951/mix.m4a,1.7275,4.7275,0.63,3.63,0.63,3.63
